IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6017;DISP_Q117;DISP_MED17;DISP_Q317;DISP_EQ17;DISP_D117;DISP_D217;DISP_D317;DISP_D417;DISP_D617;DISP_D717;DISP_D817;DISP_D917;DISP_RD17;DISP_S80S2017;DISP_GI17;DISP_PACT17;DISP_PTSA17;DISP_PCHO17;DISP_PBEN17;DISP_PPEN17;DISP_PPAT17;DISP_PPSOC17;DISP_PPFAM17;DISP_PPMINI17;DISP_PPLOGT17;DISP_PIMPOT17;DISP_NOTE17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722305;Archives Départementales;34172;Montpellier;22,7;13150;20710;32260;0,92;9180;12080;14840;17600;24110;29090;35480;48790;5,3;6,7;0,37;74,0;59,3;4,3;10,4;27,5;13,0;6,9;1,2;3,0;2,7;-21,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722401;Nazareth;34172;Montpellier;12,7;17070;25230;34370;0,69;11500;15580;18680;21860;28010;31940;37230;47330;4,1;5,0;0,30;67,0;57,3;3,3;6,4;37,1;13,1;3,8;0,9;1,6;1,3;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722402;Beaux Arts;34172;Montpellier;18,9;13930;19920;27720;0,69;10480;12920;15140;17580;22530;25590;30420;37760;3,6;4,7;0,31;77,5;64,7;4,3;8,5;24,4;8,0;7,7;1,8;3,2;2,7;-17,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722403;Verdanson;34172;Montpellier;20,4;13670;21130;30900;0,82;9100;12530;15250;18520;24500;28340;34980;44150;4,9;6,1;0,34;85,7;68,2;4,6;12,9;19,0;9,9;5,9;0,9;2,7;2,3;-20,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722501;Peyrou;34172;Montpellier;20,1;14560;23800;36160;0,91;9260;12640;16490;20460;27720;32570;40650;55690;6,0;8,1;0,40;84,2;58,9;4,0;21,3;21,8;15,3;4,6;0,7;2,1;1,8;-25,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722502;Ursulines;34172;Montpellier;30,8;11260;16980;25890;0,86;7350;10160;12510;14470;19780;23630;29070;40990;5,6;6,6;0,36;79,5;62,7;5,7;11,1;18,1;11,1;10,1;0,8;4,9;4,4;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722503;Préfecture;34172;Montpellier;18,6;15000;22660;35110;0,89;8570;13080;16490;19380;26680;31380;38710;50600;5,9;7,8;0,38;81,7;63,9;4,7;13,1;20,2;15,9;5,1;0,6;2,4;2,1;-22,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722504;Saint-Roch;34172;Montpellier;27,3;12170;18580;27920;0,85;8190;10700;13220;15580;21460;25250;31830;41690;5,1;6,7;0,37;83,4;62,7;6,4;14,3;16,5;11,4;7,9;0,8;3,6;3,5;-19,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722601;Gambetta;34172;Montpellier;24,4;12860;18970;27160;0,75;8710;11560;13860;16290;22060;25010;29970;38650;4,4;5,6;0,33;78,6;63,7;5,9;9,0;20,6;9,2;9,0;1,5;4,4;3,1;-17,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722602;Saint-Denis;34172;Montpellier;21,0;13620;21120;30950;0,82;9200;12400;15300;18420;24300;28350;34770;44590;4,8;6,2;0,34;73,1;59,3;4,1;9,7;28,4;12,4;6,0;1,0;2,9;2,1;-19,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722701;Nombre d'Or;34172;Montpellier;15,1;15500;22860;32940;0,76;10890;14230;16730;19860;25840;30650;35960;43350;4,0;5,1;0,31;53,7;48,1;2,3;3,3;46,5;14,9;5,0;1,1;2,2;1,7;-20,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722703;Moulin de l'Evêque;34172;Montpellier;14,7;15750;21530;29700;0,65;10850;14460;16780;19240;23980;27910;31770;39050;3,6;4,2;0,27;71,6;62,8;3,3;5,5;33,4;8,2;5,2;1,4;2,3;1,5;-18,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722704;Place de l'Europe;34172;Montpellier;19,5;13810;20870;28950;0,73;9370;12830;14980;18080;23410;26550;31240;38760;4,1;5,0;0,30;69,6;59,3;4,0;6,3;34,5;7,4;7,0;1,2;3,3;2,5;-18,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722801;La Guirlande;34172;Montpellier;32,4;11300;16070;23670;0,77;9060;10430;12240;14030;18720;21760;26120;32410;3,6;4,5;0,30;58,0;48,4;4,1;5,5;29,9;7,5;19,0;3,5;10,4;5,1;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722802;Chaptal;34172;Montpellier;28,7;11860;17480;25420;0,78;7710;10700;12920;14760;20060;23230;27970;34450;4,5;5,3;0,31;73,4;60,6;5,8;7,0;23,9;8,3;10,4;2,3;4,8;3,3;-16,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722901;Assas;34172;Montpellier;11,6;18120;26170;37050;0,72;11750;15660;19440;22550;29590;33830;40640;53880;4,6;5,6;0,33;78,4;61,1;3,2;14,1;26,0;16,1;3,5;1,1;1,4;1,0;-24,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341722902;Avenue de Lodève;34172;Montpellier;21,3;13730;22180;33500;0,89;9380;12430;15440;18630;26500;30870;36640;52250;5,6;8,2;0,41;79,7;62,3;3,4;14,0;23,6;15,2;5,7;0,9;2,7;2,1;-24,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341723001;Comédie;34172;Montpellier;20,1;14300;22980;34450;0,88;8590;12610;15840;19650;26400;32010;38380;51270;6,0;7,9;0,38;75,0;59,2;3,8;12,0;25,5;18,3;4,7;0,8;2,0;1,9;-23,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010101;Le Conservatoire;34301;Sète;24,7;12680;17220;22500;0,57;9740;11810;13450;15280;19120;21080;24250;29280;3,0;3,5;0,25;56,0;47,8;4,9;3,3;40,1;7,0;10,4;2,6;4,5;3,3;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010102;Le Commissariat;34301;Sète;24,5;12760;16920;22540;0,58;9540;11790;13370;14990;18920;21120;24110;29670;3,1;3,6;0,25;50,2;42,3;5,3;2,6;45,8;7,3;10,2;1,9;4,8;3,5;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010103;La Médiathèque;34301;Sète;36,0;11010;14900;20740;0,65;8640;10170;11890;13060;16910;19080;22710;30080;3,5;4,5;0,30;54,5;41,5;5,3;7,7;34,6;9,3;15,7;2,6;8,1;5,0;-14,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010104;La Mairie;34301;Sète;32,6;11190;16020;22520;0,71;8400;10240;12090;13870;18520;21190;24840;30860;3,7;4,5;0,30;52,6;42,0;5,6;5,0;37,5;11,9;12,3;2,1;6,4;3,8;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010201;Ile Sud;34301;Sète;23,5;12850;18090;25590;0,70;9280;11860;13840;16020;20710;23720;28000;34640;3,7;4,8;0,31;51,0;39,3;4,3;7,4;45,0;12,9;8,4;1,5;4,2;2,7;-17,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010401;La Gendarmerie;34301;Sète;16,9;13970;18190;24120;0,56;10620;13230;14720;16120;20630;22920;25570;33220;3,1;3,6;0,26;57,6;46,7;3,8;7,1;41,7;8,1;7,2;2,3;2,9;2,0;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010402;Chateau Vert;34301;Sète;25,4;12570;17090;22150;0,56;9300;11320;13560;15540;18970;20850;24250;29650;3,2;3,8;0,26;56,2;48,2;4,3;3,7;42,2;7,6;8,5;2,8;3,2;2,5;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010601;Le Barrou;34301;Sète;;16930;22160;28200;0,51;13300;16140;17720;19790;24100;26090;30560;36840;2,8;3,4;0,25;54,7;42,7;2,3;9,7;47,6;12,2;3,3;1,2;1,4;0,7;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010602;Ile de Thau 1;34301;Sète;;9560;12720;17790;0,65;8060;8970;10270;11570;13820;16580;19020;23000;2,9;3,2;0,24;39,0;32,6;5,0;1,4;42,2;3,9;23,7;6,7;10,6;6,4;-8,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010603;Ile de Thau 2;34301;Sète;61,0;9190;11570;14390;0,45;7470;8670;9730;10790;12620;13710;15230;17620;2,4;2,7;0,20;42,6;35,6;5,8;1,2;21,9;1,7;39,3;11,2;17,5;10,6;-5,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010701;Caraussane-Jean Vilar;34301;Sète;16,2;14690;22710;35100;0,90;10900;13580;16500;19290;26260;32200;38170;51800;4,8;6,4;0,37;54,8;39,9;2,8;12,1;44,8;19,9;4,2;1,1;1,9;1,2;-23,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010702;Saint-Clair;34301;Sète;11,1;16970;23800;35780;0,79;12190;15600;18300;20700;27490;32900;39990;54440;4,5;5,7;0,35;58,8;41,6;2,7;14,5;43,9;19,7;2,8;0,7;1,3;0,8;-25,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010801;La Corniche;34301;Sète;20,4;13560;19130;25300;0,61;9800;12550;14700;17010;21200;23920;27370;34280;3,5;4,4;0,29;46,9;36,7;4,0;6,2;53,3;10,0;6,7;1,0;3,5;2,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010901;Les Métairies;34301;Sète;12,5;15410;20500;26090;0,52;11920;14420;16360;18290;22750;24920;27440;32160;2,7;3,1;0,22;63,3;54,8;3,6;4,9;38,1;8,5;5,5;1,8;2,4;1,3;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343010902;Pont-Levis-Centre Commercial;34301;Sète;19,2;13880;18680;24790;0,58;10280;12830;14790;16530;20860;23320;26930;32320;3,1;3,6;0,26;60,8;50,3;3,8;6,7;38,8;7,9;7,9;2,3;3,6;2,0;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343011001;La Gare;34301;Sète;20,1;13500;18550;25480;0,65;10020;12620;14580;16570;20840;23860;27440;33580;3,4;4,1;0,28;52,1;43,4;3,8;4,9;46,2;10,5;7,4;1,6;3,5;2,3;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343011101;Le Lido;34301;Sète;;17690;23560;32540;0,63;12650;16340;19030;21290;26230;29390;35580;43950;3,5;4,3;0,29;66,8;52,3;3,6;10,9;38,1;12,4;3,5;1,3;1,2;1,0;-20,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343011201;La Marine;34301;Sète;28,2;12170;16740;22890;0,64;9010;11300;12940;15010;18630;21120;24270;29380;3,3;4,1;0,28;50,2;39,2;5,2;5,8;43,8;10,2;10,4;1,2;5,9;3,3;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350240101;Ouest;35024;Betton;;17790;22670;29150;0,50;13860;16840;19000;21030;24960;27440;30930;37060;2,7;3,2;0,23;86,6;79,5;2,8;4,3;19,1;6,3;5,6;2,6;1,7;1,3;-17,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350240102;Centre;35024;Betton;;25010;31970;40020;0,47;19470;23290;26520;29240;34320;38040;42740;53110;2,7;3,2;0,23;81,3;72,3;2,6;6,4;28,6;10,9;1,5;0,8;0,4;0,3;-22,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350240103;Entre Canal et Voie Ferree;35024;Betton;;18590;23220;30120;0,50;13860;17530;19790;21570;25570;28380;32730;38590;2,8;3,2;0,23;80,4;74,6;2,7;3,1;25,0;8,4;4,0;1,6;1,4;1,0;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350240104;Est;35024;Betton;;20600;25870;33020;0,48;16480;19410;21780;23710;28360;31390;35350;41990;2,5;2,9;0,22;71,9;64,0;2,4;5,5;34,7;9,0;2,6;1,7;0,5;0,4;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470101;Bruz Centre Nord;35047;Bruz;;17490;23180;29970;0,54;13070;16030;18670;20980;25270;28030;31570;38240;2,9;3,5;0,24;81,7;73,9;2,7;5,1;23,6;7,1;4,5;2,1;1,2;1,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470102;Bruz Centre Sud Est;35047;Bruz;;18620;23960;31240;0,53;13960;17360;19640;21650;26360;29450;32840;39720;2,8;3,3;0,23;66,5;61,0;1,6;3,9;38,4;9,7;3,7;1,7;1,1;0,9;-18,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470103;Bruz Centre Sud Ouest;35047;Bruz;;18010;23240;29560;0,50;13120;16530;19290;21010;25140;28130;30790;37880;2,9;3,6;0,25;72,9;65,4;2,2;5,3;31,4;8,6;4,9;1,8;1,8;1,3;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470104;Bruz Ouest;35047;Bruz;10,0;16870;22180;28080;0,51;12700;15530;18070;20200;24230;26560;29790;35600;2,8;3,6;0,26;85,5;80,1;2,9;2,5;18,0;8,2;5,7;2,3;1,8;1,6;-17,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470105;Bruz Nord;35047;Bruz;;20740;30550;41160;0,67;14450;18920;22960;27060;34800;38210;44930;55020;3,8;5,1;0,31;85,8;75,1;2,5;8,2;21,0;15,2;2,2;1,0;0,4;0,8;-24,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350470106;Bruz Est;35047;Bruz;;21530;26370;33960;0,47;17310;20600;22460;24490;28930;31830;36860;43140;2,5;3,0;0,23;89,7;82,8;2,5;4,4;19,1;9,1;2,4;1,3;0,7;0,4;-20,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350510101;Cesson-Sévigné CENTRE;35051;Cesson-Sévigné;;20320;26930;35640;0,57;15730;18720;21380;23900;30230;33610;38060;47730;3,0;3,7;0,26;75,9;69,4;2,0;4,5;29,9;12,7;2,6;1,1;0,8;0,7;-21,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350510102;Cesson-Sévigné LA HUBLAIS;35051;Cesson-Sévigné;8,5;17960;25330;35260;0,68;13230;16590;19180;22150;28950;32980;38850;49780;3,8;4,9;0,32;83,4;72,6;2,3;8,5;23,3;11,8;3,7;1,2;1,3;1,2;-22,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350510103;Cesson-Sévigné COESMES;35051;Cesson-Sévigné;7,9;19910;26800;34940;0,56;13970;18270;21140;24080;29610;32890;37670;46740;3,3;3,9;0,26;76,3;69,7;2,6;4,0;29,1;10,6;3,5;1,2;1,2;1,1;-19,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350510203;Cesson-Sévigné la Boulais-Bellevue;35051;Cesson-Sévigné;;25990;32380;42210;0,50;20600;24270;27220;30250;36040;39830;44130;52070;2,5;3,0;0,22;70,7;66,2;1,4;3,1;37,7;12,3;1,4;0,9;0,3;0,2;-22,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350510204;Cesson-Sévigné BOURGCHEVREUIL;35051;Cesson-Sévigné;;19110;25510;32630;0,53;14330;17940;20740;22900;27760;31010;34970;41920;2,9;3,4;0,24;59,5;55,0;2,1;2,4;45,4;10,1;3,6;1,3;1,3;1,0;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350550101;Nord;35055;Chantepie;;18820;24440;31550;0,52;13980;17290;19720;22290;26870;29830;33540;40410;2,9;3,4;0,24;71,7;67,0;2,3;2,4;33,5;9,1;3,7;1,3;1,3;1,1;-18,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350550102;Est;35055;Chantepie;12,4;15540;21140;28730;0,62;11990;14330;16890;18980;23950;26690;30350;36140;3,0;3,5;0,25;87,1;79,9;3,2;4,0;17,7;5,6;6,6;2,6;2,1;1,9;-17,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350550103;Sud et Ouest;35055;Chantepie;;17910;25480;33270;0,60;13140;16320;19620;23020;28270;31450;35620;41340;3,1;3,8;0,26;67,1;59,1;1,9;6,1;36,9;11,1;3,9;1,5;1,3;1,1;-19,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350930101;Port Blanc-St Enogat La Malouine;35093;Dinard;;17970;26120;36320;0,70;13080;16300;19360;22370;29940;35060;38840;52250;4,0;6,1;0,37;46,1;33,2;1,8;11,1;55,2;21,8;1,8;0,4;0,9;0,5;-24,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350930102;Centre Ville;35093;Dinard;;17860;25190;35910;0,72;12520;15850;19300;21870;28750;32970;38880;50190;4,0;5,3;0,33;36,4;27,9;2,0;6,5;60,3;22,6;2,1;0,3;1,2;0,6;-21,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350930103;Pival-St Alexandre-Ville Mauny;35093;Dinard;16,1;14490;19430;26210;0,60;11010;13550;15540;17380;21910;24720;28560;34660;3,1;3,7;0,26;50,1;44,0;3,6;2,5;48,2;9,0;7,1;1,3;3,4;2,4;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350930104;Gare-La Saudrais-La Vicomte;35093;Dinard;7,7;18870;25680;34870;0,62;13690;17210;20180;22980;28870;31950;37870;45620;3,3;4,1;0,27;52,9;43,0;2,4;7,5;50,4;14,4;2,4;0,9;0,9;0,6;-20,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150101;Haute Ville;35115;Fougères;15,8;14960;19520;26480;0,59;10820;13640;16010;17660;21820;24820;28810;37940;3,5;4,5;0,30;66,1;54,4;3,7;8,0;31,4;13,6;6,7;1,5;3,1;2,1;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150102;Bonabry-Gare;35115;Fougères;13,2;14800;18690;23450;0,46;11560;13990;15710;17380;20540;22460;24770;29230;2,5;3,0;0,22;64,5;58,0;3,2;3,3;33,4;7,2;7,7;1,7;3,6;2,4;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150103;Chattiere-Ine;35115;Fougères;;12520;17160;21480;0,52;8810;11320;13530;15300;18680;20570;23480;29540;3,4;4,0;0,26;60,3;54,7;3,5;2,1;33,3;6,3;12,2;3,7;5,2;3,3;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150104;Orieres-Ecartelee;35115;Fougères;14,9;14590;18880;23770;0,49;11110;13760;15380;17090;20470;22520;25190;29170;2,6;3,0;0,21;56,0;52,4;2,8;0,8;40,7;8,5;7,4;2,6;2,9;1,9;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150105;Bonabry-Paron;35115;Fougères;12,9;15090;19350;24890;0,51;11740;14370;16170;17310;21280;23550;26230;30480;2,6;3,1;0,23;65,9;60,2;3,1;2,6;33,6;7,4;6,6;1,7;3,0;1,9;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150106;Cotterets;35115;Fougères;29,9;11890;15610;19650;0,50;9020;11050;12680;14280;16940;18670;20770;24490;2,7;3,6;0,25;51,2;43,8;4,6;2,8;39,0;7,0;13,7;3,7;5,7;4,3;-10,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150107;Forairie;35115;Fougères;13,8;15170;18950;23720;0,45;11730;14230;15920;17500;20580;22570;25130;29290;2,5;2,8;0,21;61,4;55,6;3,3;2,5;37,4;6,6;7,0;1,8;2,9;2,3;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150108;Montaubert-Urbanistes;35115;Fougères;;17770;22360;29280;0,51;13160;16560;18800;20590;24700;27880;31860;39740;3,0;3,6;0,26;71,4;64,8;1,7;4,9;30,8;10,7;4,6;2,3;1,3;1,0;-17,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150109;Rille-Saint Sulpice;35115;Fougères;;16080;20250;26210;0,50;11680;15180;16840;18510;22570;24600;27690;34140;2,9;3,8;0,26;67,5;59,6;2,9;5,0;34,6;8,5;4,7;1,4;1,9;1,4;-15,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351150110;Madeleine-Sermandiere;35115;Fougères;14,1;15570;20130;26610;0,55;11290;14280;16550;18210;22300;25240;28280;35080;3,1;3,7;0,25;60,1;54,1;2,5;3,5;40,0;8,7;6,2;1,5;2,9;1,8;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352100101;Est;35210;Pacé;;17760;23390;32030;0,61;13320;16630;18990;21040;26150;29610;34910;43980;3,3;4,3;0,30;89,0;80,0;2,9;6,1;14,8;11,9;4,6;2,2;1,3;1,1;-20,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352100102;Nord;35210;Pacé;;21020;27870;37370;0,59;16060;19580;22180;25190;31190;34840;39360;47780;3,0;3,7;0,26;79,3;71,7;1,8;5,8;28,2;11,2;2,4;1,4;0,5;0,5;-21,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352100103;Ouest;35210;Pacé;;21850;28190;36290;0,51;17580;20640;22760;25590;31410;34260;38120;48680;2,8;3,3;0,24;92,2;83,4;2,5;6,3;15,0;11,2;2,2;1,2;0,6;0,4;-20,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352100105;Sud;35210;Pacé;;20240;26970;35850;0,58;15110;18890;21820;24240;30250;33410;38890;48120;3,2;3,8;0,27;69,9;63,0;2,2;4,7;35,1;13,4;2,3;1,2;0,6;0,5;-20,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
